STATUS,cEXT,cAGR,cNEU,cCON,cOPN
will  not  under  any  circumstances  attend  a  spring  weekend  concert  headlined  by  dashboard  confessional ,y,y,n,y,y
do  it  for  propname ,y,y,n,y,y
congratulations  propname  on  your  new  baby ,y,y,n,y,y
reading  the  holy  kloran ,y,y,n,y,y
we  got  your  back  harry  healthcare  reid ,y,y,n,y,y
just  bought  some  1500  thread  sheets ,y,y,n,y,y
is  in  a  bangla  state  of  mind ,y,y,n,y,y
propname  should  have  thanked  propname  in  her  grammy  speech ,y,y,n,y,y
hot  propname  is  an  awesome  ta ,y,y,n,y,y
will  someone  please  explain  to  me  why  everyone  thinks  propname  is  so  awesome  i  mean  if  you  put  propname  propname  or  propname  on  all  of  my  songs  they  would  sound  just  as  good  if  not  better ,y,y,n,y,y
i  have  6  cliques  in  my  facebook  network ,y,y,n,y,y
just  sewed  on  my  first  button ,y,y,n,y,y
dunk  contest  was  lame  this  year  everything  the  knicks  touch  dies ,y,y,n,y,y
found  out  that  jolly  pirate  donuts  near  her  house  in  wv  was  the  one  shown  on  that  smoking  gun  episode  awesome   ,n,y,y,n,y
is  feeling  a  little  subbydub  today ,n,y,y,n,y
has  a  new  baby  sister  little  baby  noname ,n,y,y,n,y
just  found  an  organization  called  think  before  you  speak  that  flips  out  about  people  saying  thats  gay  claiming  that  its  offensive  thats  pretty  gay  if  you  ask  me ,n,y,y,n,y
there  is  now  officially  a  teagrowing  subbydub  ocean  according  to  propname ,n,y,y,n,y
has  officialy  decided  that  propname  is  named  after  propname ,n,y,y,n,y
is  back  from  the  beach  a  little  scraped  up  and  sunburned  but  otherwise  okay ,n,y,y,n,y
is  in  georgia  tomorrow  then  to  florida  saturday  and  back  to  georgia  sunday ,n,y,y,n,y
s  epic  wound  is  starting  to  heal  yay ,n,y,y,n,y
has  only  8  more  days  to  use  the  governments  money  anyone  want  me  to  go  run  the  water  and  waste  some  more  of  their  money  got  any  grudges   ,n,y,y,n,y
cant  remember  the  name  of  that  agility  school  in  wv  and  cant  find  it  on  the  internet  anyone  else  remember  dad  or  mj ,n,y,y,n,y
is  in  valdosta  tomorrow  then  to  st  augustine  saturday  then  back  to  valdosta  sunday  and  back  home  to  charleston  sunday  too ,n,y,y,n,y
just  scrubbed  the  inside  of  the  car  in  the  dark  with  the  mosquitoes ,n,y,y,n,y
just  got  back  from  the  pool  wow  im  exhausted ,n,y,y,n,y
stayed  up  to  finish  the  kite  runner  last  night  probably  around  four  in  the  morning  im  not  sure  because  i  dont  have  a  clock  up  there  lol ,n,y,y,n,y
just  finished  there  are  no  children  here  it  was  horrendous ,n,y,y,n,y
s  little  sister  told  her  that  she  could  ride  her  tricycle  with  no  handlebars  as  long  as  you  dont  start  singing  their  more  political  songs  sweetie  p ,n,y,y,n,y
just  planned  the  perfect  field  trip   ,n,y,y,n,y
spent  1  hour  in  the  car  2  hours  in  potomac  mills  only  went  to  2  stores  and  got  just  a  cup  out  of  the  whole  day  wow ,n,y,y,n,y
is  going  to  try  drawing  upstairs  didnt  work  so  well  in  the  car  usually  a  change  of  atmosphere  helps ,n,y,y,n,y
the  early  bird  gets  the  wormbut  the  second  mouse  gets  the  cheese  in  the  trap  words  to  live  by  i  do  at  least ,n,y,y,n,y
just  got  back  from  the  zoo  no  gray  wolves  no  girraffesreally  not  much  of  anything   ,n,y,y,n,y
s  mom  cant  find  a  cheap  orange  jansport  backpack  online  because  propname  used  one  in  twilight  so  everyones  paying  topdollar  for  them  hilarious  d ,n,y,y,n,y
is  having  fun  learning  the  12  principles  of  animation  also  i  drove  on  a  road  for  the  first  time  yesterday  dont  worry  it  was  just  a  few  blocks  and  everyone  should  be  back  on  their  feet  in  no  time   ,n,y,y,n,y
just  told  propname  died  there  was  a  short  pause  we  need  a  new  propname  nice ,n,y,y,n,y
s  hamster  died  last  night   ,n,y,y,n,y
tuition  at  rhode  island  is  35  grand ,n,y,y,n,y
the  girl  walking  me  to  my  classes  today  asked  me  if  i  played  any  sports  hahahaha  ha  ha  ha  haahh  thats  funny  silly  cheerleaders ,n,y,y,n,y
might  need  to  make  an  easier  howwelldoyouknow  quiz  go  take  it  and  tell  me     ,n,y,y,n,y
just  found  out  that  you  lose  your  sense  of  smell  when  you  sleep  interesting ,n,y,y,n,y
does  not  like  this  propname  chick  at  all ,n,y,y,n,y
cant  get  the  freaking  pictures  on  facebook  to  work  i  hate  that  app   ,n,y,y,n,y
just  filled  out  a  survey  to  get  monthly  email  coupons  for  proplan  at  complete  petmart  awesome   ,n,y,y,n,y
thinks  maybe  that  trying  to  upload  a  98  meg  photo  to  crappy  facebook  isnt  such  a  good  idea ,n,y,y,n,y
s  mom  just  said  propnames  right  lol ,n,y,y,n,y
propnames  tantrum  has  finally  come  to  a  close  phew  read  my  note  for  more  details     ,n,y,y,n,y
thinks  that  people  should  learn  more  about  a  foreign  countrys  customs  and  be  more  polite  in  said  foreign  country ,n,y,y,n,y
s  back  does  not  like  to  tan  or  sunburn  evenly  my  back  is  splotchy  again  and  this  time  i  didnt  even  use  sunscreen   ,n,y,y,n,y
had  only  5  hours  of  sleep  last  night  and  somehow  feels  fine  but  will  have  78  hours  of  sleep  on  schooldays  and  cannot  seem  to  wake  up  in  the  morning  what  the  crap  is  that ,n,y,y,n,y
really  thinks  theres  no  way  shell  finish  that  collage  by  tomorrow  seriously ,n,y,y,n,y
finds  it  funny  how  absolutely  kung  fu  panda  dominated  the  propname  last  year  even  walle  didnt  stand  a  chance  oh  yeah  thats  what  propname  was  named  after   ,n,y,y,n,y
finally  found  her  tea  diffuser  its  tea  time  biyotch  hmm  am  i  allowed  to  say  that  guess  ill  find  out  when  im  grounded  for  a  week   ,n,y,y,n,y
s  venus  fly  trap  caught  its  first  bug  a  little  gnat  aww  they  grow  up  so  fast ,n,y,y,n,y
loved  the  new  family  guy  the  other  night  watching  the  disney  scene  was  a  lot  of  fun  on  that  note  its  all  animated  in  korea  what  is  up  with  that  cant  we  animate  our  own  shows  in  our  own  country ,n,y,y,n,y
has  a  new  cell  number  229  2514618  save  it  now  save  it ,n,y,y,n,y
had  a  half  day  today  yay ,n,y,y,n,y
new  bones  yesterday  new  soup  and  dog  whisperer  tonight  and  new  simpsons  and  family  guy  sunday  and  ive  brought  my  science  grade  up  from  an  84  to  a  91  woooo ,n,y,y,n,y
really  needs  to  plan  out  the  next  two  days  carefully  hmm  ¬¬ ,n,y,y,n,y
s  mom  is  playing  scrabble  mom  what  the  heck  does  rehem  mean  oh  wait  that  was  my  word  i  think  she  needs  to  go  lay  down  like  propname  for  a  little  while ,n,y,y,n,y
is  alive  you  should  try  it  sometime  its  a  lot  of  fun ,n,y,y,n,y
jumping  on  the  lyricsforstatus  bandwagon  dont  let  apathy  police  the  populace  we  will  march  across  those  stereotypes  that  were  marked  for  us  the  answers  obvious  we  switch  the  consonants  and  change  the  sword  to  words  and  lift  continents  911  3 ,n,y,y,n,y
watched  the  presidents  speech  yesterday  wow  im  sooo  indoctrinated  sarcasm  stupid  radical  jerks ,n,y,y,n,y
tiny  fingerscant  typepinky  hurtstoo  many  octaveswhy  why  genetics  why ,n,y,y,n,y
thinks  people  should  either  do  something  or  shut  up  and  deal  we  were  the  pretty  much  first  country  to  have  a  peaceful  transfer  of  power  between  political  parties  lets  go  back  to  those  times  shall  we  if  youre  not  gonna  do  anything  about  what  you  dont  like  then  please  shut  up  and  leave  everyone  else  alone  kthxbi ,n,y,y,n,y
s  weird  cat  came  inside  not  for  a  bowl  of  food  but  for  a  bowl  of  water  i  poured  some  water  over  near  where  he  was  outside  and  he  came  trotting  over  straight  into  my  arms  xd ,n,y,y,n,y
what  why  did  no  one  tell  me  that  zombieland  was  filmed  at  wild  adventures  so  those  guys  trying  to  recruit  lhs  students  for  a  big  movie  making  fun  of  zombie  movies  filmed  near  wa  and  in  the  woods  were  actually  legit  omg  i  have  to  go  see  it  also  all  you  people  in  valdosta  fail  for  not  telling  me  about  it   ,n,y,y,n,y
cant  believe  how  many  restaurants  and  stores  didnt  have  their  flags  at  halfstaff  today  how  can  you  possibly  forget  what  today  is  especially  if  the  building  right  next  to  you  has  theirs  at  halfstaff  911  3 ,n,y,y,n,y
new  cell  number  555  5555555 ,n,y,y,n,y
helps  the  police  because  nice  police  are  nice  to  me  xd ,n,y,y,n,y
serving  god  is  doing  good  to  man  but  praying  is  thought  an  easier  service  and  is  therefore  more  generally  chosen ,n,y,y,n,y
just  posted  her  amazon  christmas  list  on  here  be  sure  to  read  the  notes  at  the  top ,n,y,y,n,y
the  role  of  bruce  waynebatman  was  originally  offered  to  propname  but  he  turned  it  down  what ,n,y,y,n,y
would  like  to  remind  everybody  that  we  live  in  a  multicultural  society  composed  of  more  than  just  christians  that  this  country  was  not  built  off  of  christianity  in  fact  many  of  our  founding  fathers  were  deists  not  christians  and  the  only  ones  keeping  christ  out  of  christmas  are  the  people  who  insist  on  filing  lawsuits  for  not  saying  christmas  instead  of  spending  their  time  caring  for  others  happy  holidays ,n,y,y,n,y
just  got  back  from  camping  i  feel  so  disgusting ,n,y,y,n,y
thinks  that  maybe  if  more  real  guys  were  more  like  propname  from  dragon  age  she  might  be  more  willing  to  date  yes  i  seriously  just  said  that ,n,y,y,n,y
propname   ,n,y,y,n,y
thinks  propname  deserves  yet  another  apology  from  warner  brothers  for  multiple  reasons  how  do  you  leave  out  the  big  climactic  battle  scene  of  a  book  how  does  that  happen  and  then  you  turn  around  and  add  in  an  entire  scene  that  not  only  didnt  happen  but  also  makes  no  sense  whatsoever ,n,y,y,n,y
is  watching  the  dog  whisperer  where  an  aggressive  chihuahua  rules  all  the  pit  bulls  at  a  pit  bull  rescue ,n,y,y,n,y
freakin  loves  photoshop  now  if  only  i  could  find  some  classes ,n,y,y,n,y
doesnt  know  what  to  do  for  some  people  for  christmas  d ,n,y,y,n,y
is  frustrated ,n,y,y,n,y
got  her  game  fixed  almost  done  nowjust  a  few  more  rooms  then  off  to  the  evil  dragon  i  have  a  feeling  something  bads  gonna  happen  just  a  hunch ,n,y,y,n,y
just  watched  a  documentary  on  911  conspiracy  theorists  those  have  got  to  be  the  most  lowdown  smallminded  egotistical  selfcentered  uncaring  ignorant  heartless  monsters  i  have  ever  seen ,n,y,y,n,y
ugh  nevermind  got  stuck  and  had  to  backtrack  might  as  well  do  all  the  side  quests  while  im  at  it  maybe  ill  finish  by  freaking  friday ,n,y,y,n,y
feels  pretty  confident  about  the  chemistry  test  tomorrow ,n,y,y,n,y
wow  da  is  tossing  out  achievements  like  crazy  good  ones  too  also  i  cannot  type  today  to  save  my  life  i  cant  tell  you  how  many  times  i  had  to  hit  the  backspace  while  typing  this  xl ,n,y,y,n,y
the  world  may  end  in  2012  but  this  show  wont  xd  lol ,n,y,y,n,y
hmm  that  wasnt  too  bad  had  me  worried  for  a  minute  ive  certainly  seen  worse  endings  like  freakin  fallen  seriously  what  the  crap  was  that  anyways  not  bad   ,n,y,y,n,y
huh  i  stand  corrected ,n,y,y,n,y
why  why  does  bioware  have  to  be  so  mean  to  me  i  know  mass  effect  2  is  out  leave  me  alone  dx ,n,y,y,n,y
a  vegetarian  delight ,n,n,n,y,y
cant  wait  for  the  ex  xbox ,n,n,n,y,y
chose  cake ,n,n,n,y,y
kindergarten  report  cards ,n,n,n,y,y
the  state  on  dvd  tues ,n,n,n,y,y
only  theater  in  the  area  is  in  chicago ,n,n,n,y,y
i  have  a  157  and  a  nickel ,n,n,n,y,y
thinking  of  enlisting ,n,n,n,y,y
anxious  boredom  fatigue ,n,n,n,y,y
anyways  back  to  dr ,n,n,n,y,y
you  can  not  have  my  blood ,n,n,n,y,y
l5r ,n,n,n,y,y
perseid  meteor  shower ,n,n,n,y,y
anyone  interested  in  going  to  summerfest ,n,n,n,y,y
i  have  to  admit  swtor  has  one  awesome  trailer ,n,n,n,y,y
we  know  nothing  about  their  language  their  history  or  what  they  look  like  but  we  can  assume  this  they  stand  for  everything  we  dont  stand  for  also  they  told  me  you  guys  look  like  dorks ,n,n,n,y,y
  i  would  really  enjoy  a  limit  break  of  the  valorous  nature ,n,n,n,y,y
already  hitting  the  wine  bottle ,n,n,n,y,y
sometimes  i  think  a  busou  renkin  cosplay  would  be  hilarious  then  i  stop  and  remember  papillon ,n,n,n,y,y
i  do  not  understand  my  fascination  with  horoscopes ,n,n,n,y,y
error ,n,n,n,y,y
has  to  wonder  if  west  allis  is  still  manufacturing  bomb  parts ,n,n,n,y,y
ive  always  loved  the  flirtatious  tango  of  consonants  and  vowels  the  sturdy  dependability  of  nouns  and  capricious  whimsy  of  verbs  the  strutting  pageantry  of  the  adjective  and  the  flitting  evanescence  of  the  adverb  all  kept  safe  and  orderly  by  those  re ,n,n,n,y,y
even  at  such  a  young  age  i  understood  the  weight  of  the  world ,n,n,n,y,y
i  am  fresh  propname ,n,n,n,y,y
i  think  i  need  a  new  spirit  animal ,n,n,n,y,y
if  anyone  is  going  to  be  on  campus  please  contact  me  preferably  by  text ,n,n,n,y,y
hands  on  the  bible ,n,n,n,y,y
sweet  tendrils  grasp  at  my  breath  enticing  wisps  of  freedom  euphoria  escapes  in  an  exhalation ,n,n,n,y,y
finally  feels  like  fall ,n,n,n,y,y
cat  nap ,n,n,n,y,y
i  am  a  somewhat  darkmorbid  individual  and  yet  nana  makes  me  cringe ,n,n,n,y,y
its  like  turning  air  into  gold ,n,n,n,y,y
thoughts  meander  like  a  restless  wind  inside  a  letter  box  they  tumble  blindly  as   ,n,n,n,y,y
fml ,n,n,n,y,y
looking  for  the  light  at  the  end  of  the  tunnel ,n,n,n,y,y
as  a  side  note  this  is  some  delicious  mac    cheese ,n,n,n,y,y
delicious  new  gaming  material ,n,n,n,y,y
this  cat  will  not  leave  me  alone ,n,n,n,y,y
no  one  should  die  because  they  cannot  afford  health  care  and  no  one  should  go  broke  because  they  get  sick  if  you  agree  please  post  this  as  your  status  for  the  rest  of  the  day ,n,n,n,y,y
so  many  good  movies ,n,n,n,y,y
philosophical  sundays ,n,n,n,y,y
insomnia  gets  things  done ,n,n,n,y,y
people  should  learn  to  leave  messages ,n,n,n,y,y
and  i  sleep ,n,n,n,y,y
from  anomynous  these  vampires  need  to  either  get  naked  or  die ,n,n,n,y,y
storm  clouds  and  dirty  windows ,n,n,n,y,y
,n,n,n,y,y
sleep  is  for  suckas ,n,n,n,y,y
no  one  in  zombieland  should  die  because  they  cannot  afford  a  chainsaw  and  no  one  should  go  broke  because  they  get  bit  if  you  agree  please  post  this  as  your  status  for  the  rest  of  the  day ,n,n,n,y,y
just  one  of  those  days ,n,n,n,y,y
does  my  insomnia  breed  mania  or  does  my  mania  quell  my  fatigue ,n,n,n,y,y
wants  to  have  my  cake  and  eat  it  too  also  a  prize  hidden  in  the  center ,n,n,n,y,y
finally  watching  season  4  of  lost ,n,n,n,y,y
farscape  is  10  years  old ,n,n,n,y,y
you  cant  blame  mad  scientists  for  doing  mad  science ,n,n,n,y,y
there  be  a  bakers  dozen  of  turkeys  in  my  backyard ,n,n,n,y,y
fine  weather  for  a  walk ,n,n,n,y,y
in  an  unusual  music  mood ,n,n,n,y,y
is  a  fool  but  also  a  dreamer ,n,n,n,y,y
the  queen  says  no  to  pot  smoking  fbi  members ,n,n,n,y,y
was  not  aware  of  the  streaming  video  at  the  eca  meeting  last  night ,n,n,n,y,y
on  the  radio  is  playing  on  the  radio  insert  ever  so  slight  chuckle ,n,n,n,y,y
you  would  think  by  now  i  would  have  learned  to  not  answer  the  door  when  insomnia  knocks ,n,n,n,y,y
back  into  playing  ddo  anyone  interested  in  joining  in  hit  me  up  on  aim ,n,n,n,y,y
i  think  i  just  dreamt  about  trade  and  commerce ,n,n,n,y,y
technical  difficulties  please  standby ,n,n,n,y,y
lets  make  the  most  of  this  year ,n,n,n,y,y
anyone  participating  in  allods  online  closed  beta ,n,n,n,y,y
cant  sleep  clown  will  eat  me ,n,n,n,y,y
i  think  i  need  a  new  mmo ,n,n,n,y,y
fear  and  panic  in  the  air ,n,n,n,y,y
boar  dumb ,n,n,n,y,y
to  campus ,n,n,n,y,y
sleeping  children  fear  not  for  the  sun  brings  a  new  day ,n,n,n,y,y
like  a  madman  laughing  at  the  rain  a  little  out  of  touch  a  little  insane ,n,n,n,y,y
i  think  of  myself  as  an  intelligent  sensitive  human  being  with  the  soul  of  a  clown  which  always  forces  me  to  blow  it  at  the  most  important  moments ,n,n,n,y,y
and  now  i  am  covered  in  glitter ,n,n,n,y,y
and  sweating  like  demons  they  scream  through  our  speakers  but  we  leave  the  sound  on  cause  silence  is  harder ,n,n,n,y,y
“being  drunk  is  a  good  disguise  i  drink  so  i  can  talk  to  assholes  this  includes  me” ,n,n,n,y,y
